source_concept_id,codigo_fuente,cause_level,cause_name,level_1_name,level_2_name,level_3_name,level_4_name,cie10,regex_r,yll_flag,yld_flag,burden_component_class,redistribution_target_eligible_default,abds_target_scope_excluded,australia_check,australia_note,classification_basis,evidence_source,suggested_redistribution_pool,conflict_or_review_flag
9000820,820,2,Trastornos mentales y por consumo de sustancias,Enfermedades no transmisibles,Trastornos mentales y por consumo de sustancias,,,"F04-F99, G72.1, Q86.0, X41-X42, X44, X45",^(?:F(?:04|05|06|07|08|09|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99)[0-9]?|G721|Q860|X(?:41|42)[0-9]?|X44[0-9]?|X45[0-9]?).*,1,1,both,1,0,not_checked,,Derived from descendants: mixed and/or both components present,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,0
9000830,830,3,Trastornos depresivos,Enfermedades no transmisibles,Trastornos mentales y por consumo de sustancias,Trastornos depresivos,,"F32-F33, F34.1",^(?:F(?:32|33)[0-9]?|F341).*,0,1,yld_only,0,0,agree,,GBD exact/near-exact match,GBD 2021 hierarchy file,"Redistribuir a trastornos por sustancias/alcohol, lesiones intencionales u otras NCD fatales plausibles según garbage.",0
9000831,831,4,Trastorno depresivo mayor,Enfermedades no transmisibles,Trastornos mentales y por consumo de sustancias,Trastornos depresivos,Trastorno depresivo mayor,F32-F33,^(?:F(?:32|33)[0-9]?).*,0,1,yld_only,0,0,agree,,GBD exact/near-exact match,GBD 2021 hierarchy file,"Redistribuir a trastornos por sustancias/alcohol, lesiones intencionales u otras NCD fatales plausibles según garbage.",0
9000832,832,4,Distimia,Enfermedades no transmisibles,Trastornos mentales y por consumo de sustancias,Trastornos depresivos,Distimia,F34.1,^(?:F341).*,0,1,yld_only,0,0,agree,,GBD exact/near-exact match,GBD 2021 hierarchy file,"Redistribuir a trastornos por sustancias/alcohol, lesiones intencionales u otras NCD fatales plausibles según garbage.",0
9000840,840,3,Trastorno bipolar,Enfermedades no transmisibles,Trastornos mentales y por consumo de sustancias,Trastorno bipolar,,F30-F31,^(?:F(?:30|31)[0-9]?).*,0,1,yld_only,0,0,agree,,GBD exact/near-exact match,GBD 2021 hierarchy file,"Redistribuir a trastornos por sustancias/alcohol, lesiones intencionales u otras NCD fatales plausibles según garbage.",0
9000850,850,3,Esquizofrenia,Enfermedades no transmisibles,Trastornos mentales y por consumo de sustancias,Esquizofrenia,,F20-F29,^(?:F(?:20|21|22|23|24|25|26|27|28|29)[0-9]?).*,0,1,yld_only,0,0,agree,,GBD exact/near-exact match,GBD 2021 hierarchy file,"Redistribuir a trastornos por sustancias/alcohol, lesiones intencionales u otras NCD fatales plausibles según garbage.",0
9000860,860,3,Trastornos por consumo de alcohol,Enfermedades no transmisibles,Trastornos mentales y por consumo de sustancias,Trastornos por consumo de alcohol,,"F10, G31.2, G72.1, Q86.0, X45",^(?:F10[0-9]?|G312|G721|Q860|X45[0-9]?).*,1,1,both,1,0,not_checked,,Default structural rule: treat as potentially fatal and non-fatal unless explicit GBD/ABDS evidence indicates otherwise,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,1
9000870,870,3,Trastornos por consumo de drogas,Enfermedades no transmisibles,Trastornos mentales y por consumo de sustancias,Trastornos por consumo de drogas,,"F11-F16, F18-F19, X41-X42, X44",^(?:F(?:11|12|13|14|15|16)[0-9]?|F(?:18|19)[0-9]?|X(?:41|42)[0-9]?|X44[0-9]?).*,1,1,both,1,0,not_checked,,Derived from descendants: mixed and/or both components present,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,0
9000871,871,4,Trastornos por consumo de opioides,Enfermedades no transmisibles,Trastornos mentales y por consumo de sustancias,Trastornos por consumo de drogas,Trastornos por consumo de opioides,"F11, X42",^(?:F11[0-9]?|X42[0-9]?).*,1,1,both,1,0,not_checked,,Default structural rule: treat as potentially fatal and non-fatal unless explicit GBD/ABDS evidence indicates otherwise,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,1
9000872,872,4,Trastornos por consumo de cocaína,Enfermedades no transmisibles,Trastornos mentales y por consumo de sustancias,Trastornos por consumo de drogas,Trastornos por consumo de cocaína,F14,^(?:F14[0-9]?).*,1,1,both,1,0,not_checked,,Default structural rule: treat as potentially fatal and non-fatal unless explicit GBD/ABDS evidence indicates otherwise,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,1
9000873,873,4,Trastornos por consumo de anfetaminas,Enfermedades no transmisibles,Trastornos mentales y por consumo de sustancias,Trastornos por consumo de drogas,Trastornos por consumo de anfetaminas,F15,^(?:F15[0-9]?).*,1,1,both,1,0,not_checked,,Default structural rule: treat as potentially fatal and non-fatal unless explicit GBD/ABDS evidence indicates otherwise,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,1
9000874,874,4,Trastornos por consumo de cannabis,Enfermedades no transmisibles,Trastornos mentales y por consumo de sustancias,Trastornos por consumo de drogas,Trastornos por consumo de cannabis,F12,^(?:F12[0-9]?).*,0,1,yld_only,0,0,agree,,GBD exact/near-exact match,GBD 2021 hierarchy file,"Redistribuir a trastornos por sustancias/alcohol, lesiones intencionales u otras NCD fatales plausibles según garbage.",0
9000875,875,4,Otros trastornos por consumo de drogas,Enfermedades no transmisibles,Trastornos mentales y por consumo de sustancias,Trastornos por consumo de drogas,Otros trastornos por consumo de drogas,"F13, F16, F18, X41",^(?:F13[0-9]?|F16[0-9]?|F18[0-9]?|X41[0-9]?).*,1,1,both,1,0,not_checked,,Default structural rule: treat as potentially fatal and non-fatal unless explicit GBD/ABDS evidence indicates otherwise,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,1
9000880,880,3,Trastornos de ansiedad,Enfermedades no transmisibles,Trastornos mentales y por consumo de sustancias,Trastornos de ansiedad,,F40-F44,^(?:F(?:40|41|42|43|44)[0-9]?).*,0,1,yld_only,0,0,agree,,GBD exact/near-exact match,GBD 2021 hierarchy file,"Redistribuir a trastornos por sustancias/alcohol, lesiones intencionales u otras NCD fatales plausibles según garbage.",0
9000890,890,3,Trastornos de la conducta alimentaria,Enfermedades no transmisibles,Trastornos mentales y por consumo de sustancias,Trastornos de la conducta alimentaria,,F50,^(?:F50[0-9]?).*,1,1,both,1,0,not_checked,,Default structural rule: treat as potentially fatal and non-fatal unless explicit GBD/ABDS evidence indicates otherwise,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,1
9000900,900,3,Síndrome de autismo y Asperger,Enfermedades no transmisibles,Trastornos mentales y por consumo de sustancias,Síndrome de autismo y Asperger,,F84,^(?:F84[0-9]?).*,0,1,yld_only,0,0,agree,,GBD exact/near-exact match,GBD 2021 hierarchy file,"Redistribuir a trastornos por sustancias/alcohol, lesiones intencionales u otras NCD fatales plausibles según garbage.",0
9000910,910,3,Trastornos del comportamiento infantil,Enfermedades no transmisibles,Trastornos mentales y por consumo de sustancias,Trastornos del comportamiento infantil,,F90-F92,^(?:F(?:90|91|92)[0-9]?).*,0,1,yld_only,0,0,agree,,GBD exact/near-exact match,GBD 2021 hierarchy file,"Redistribuir a trastornos por sustancias/alcohol, lesiones intencionales u otras NCD fatales plausibles según garbage.",0
9000911,911,4,Trastorno por déficit de atención/hiperactividad,Enfermedades no transmisibles,Trastornos mentales y por consumo de sustancias,Trastornos del comportamiento infantil,Trastorno por déficit de atención/hiperactividad,F90,^(?:F90[0-9]?).*,0,1,yld_only,0,0,agree,,GBD exact/near-exact match,GBD 2021 hierarchy file,"Redistribuir a trastornos por sustancias/alcohol, lesiones intencionales u otras NCD fatales plausibles según garbage.",0
9000912,912,4,Trastorno de la conducta,Enfermedades no transmisibles,Trastornos mentales y por consumo de sustancias,Trastornos del comportamiento infantil,Trastorno de la conducta,F91-F92,^(?:F(?:91|92)[0-9]?).*,0,1,yld_only,0,0,agree,,GBD exact/near-exact match,GBD 2021 hierarchy file,"Redistribuir a trastornos por sustancias/alcohol, lesiones intencionales u otras NCD fatales plausibles según garbage.",0
9000920,920,3,Discapacidad intelectual idiopática,Enfermedades no transmisibles,Trastornos mentales y por consumo de sustancias,Discapacidad intelectual idiopática,,F70-F79,^(?:F(?:70|71|72|73|74|75|76|77|78|79)[0-9]?).*,0,1,yld_only,0,0,agree,,GBD exact/near-exact match,GBD 2021 hierarchy file,"Redistribuir a trastornos por sustancias/alcohol, lesiones intencionales u otras NCD fatales plausibles según garbage.",0
9000930,930,3,Otros trastornos mentales y del comportamiento,Enfermedades no transmisibles,Trastornos mentales y por consumo de sustancias,Otros trastornos mentales y del comportamiento,,"F04-F09, F17, F34-F39 (menos F34.1), F45-F48, F51-F69, F80-F83, F88-F89, F93-F99",^(?!F341$)(?:F(?:04|05|06|07|08|09)[0-9]?|F17[0-9]?|F(?:34|35|36|37|38|39)[0-9]?|F(?:45|46|47|48)[0-9]?|F(?:51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69)[0-9]?|F(?:80|81|82|83)[0-9]?|F(?:88|89)[0-9]?|F(?:93|94|95|96|97|98|99)[0-9]?).*,1,1,both,1,0,not_checked,,Default structural rule: treat as potentially fatal and non-fatal unless explicit GBD/ABDS evidence indicates otherwise,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,1
9000940,940,2,Trastornos neurológicos,Enfermedades no transmisibles,Trastornos neurológicos,,,"F01-F03, G06-G98 (menos G14, G31.2, G72.1)",^(?!G14[0-9]?$)(?!G312$)(?!G721$)(?:F(?:01|02|03)[0-9]?|G(?:06|07|08|09|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98)[0-9]?).*,1,1,both,1,0,not_checked,,Derived from descendants: mixed and/or both components present,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,0
9000950,950,3,Enfermedad de Alzheimer y otras demencias,Enfermedades no transmisibles,Trastornos neurológicos,Enfermedad de Alzheimer y otras demencias,,"F01-F03, G30-G31 (menos G31.2)",^(?!G312$)(?:F(?:00|01|02|03)[0-9]?|G(?:30|31)[0-9]?).*,1,1,both,1,0,not_checked,,Default structural rule: treat as potentially fatal and non-fatal unless explicit GBD/ABDS evidence indicates otherwise,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,1
9000960,960,3,Enfermedad de Parkinson,Enfermedades no transmisibles,Trastornos neurológicos,Enfermedad de Parkinson,,G20-G21,^(?:G(?:20|21)[0-9]?).*,1,1,both,1,0,not_checked,,Default structural rule: treat as potentially fatal and non-fatal unless explicit GBD/ABDS evidence indicates otherwise,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,1
9000970,970,3,Epilepsia,Enfermedades no transmisibles,Trastornos neurológicos,Epilepsia,,G40-G41,^(?:G(?:40|41)[0-9]?).*,1,1,both,1,0,not_checked,,Default structural rule: treat as potentially fatal and non-fatal unless explicit GBD/ABDS evidence indicates otherwise,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,1
9000980,980,3,Esclerosis múltiple,Enfermedades no transmisibles,Trastornos neurológicos,Esclerosis múltiple,,G35,^(?:G35[0-9]?).*,1,1,both,1,0,not_checked,,Default structural rule: treat as potentially fatal and non-fatal unless explicit GBD/ABDS evidence indicates otherwise,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,1
9000990,990,3,Migraña,Enfermedades no transmisibles,Trastornos neurológicos,Migraña,,G43,^(?:G43[0-9]?).*,0,1,yld_only,0,0,agree,,GBD exact/near-exact match,GBD 2021 hierarchy file,Redistribución proporcional restringida dentro del bloque fatal plausible.,0
9001000,1000,3,Cefalea no migrañosa,Enfermedades no transmisibles,Trastornos neurológicos,Cefalea no migrañosa,,G44,^(?:G44[0-9]?).*,0,1,yld_only,0,0,agree,,GBD exact/near-exact match,GBD 2021 hierarchy file,Redistribución proporcional restringida dentro del bloque fatal plausible.,0
9001010,1010,3,Otras afecciones neurológicas,Enfermedades no transmisibles,Trastornos neurológicos,Otras afecciones neurológicas,,"G06-G12, G23-G25, G36-G37, G45-G98 (menos G72.1)",^(?!G721$)(?:G(?:06|07|08|09|10|11|12)[0-9]?|G(?:23|24|25)[0-9]?|G(?:36|37)[0-9]?|G(?:45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98)[0-9]?).*,1,1,both,1,0,not_checked,,Default structural rule: treat as potentially fatal and non-fatal unless explicit GBD/ABDS evidence indicates otherwise,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,1
9001020,1020,2,Enfermedades de los órganos de los sentidos,Enfermedades no transmisibles,Enfermedades de los órganos de los sentidos,,,"H00-H61, H68-H93",^(?:H(?:00|01|02|03|04|05|06|07|08|09|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61)[0-9]?|H(?:68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93)[0-9]?).*,0,1,yld_only,0,1,agree,ABDS excluyó hearing/vision del scope de target diseases por escaso número de muertes.,GBD exact/group: Sense organ diseases / vision / hearing loss,GBD 2021 hierarchy file + ABDS 2018 target-scope note,Excluir del pool YLL; redistribuir a causas fatales hermanas del nivel 1 o NCD según patrón observado.,0
9001030,1030,3,Glaucoma,Enfermedades no transmisibles,Enfermedades de los órganos de los sentidos,Glaucoma,,H40,^(?:H40[0-9]?).*,0,1,yld_only,0,1,agree,ABDS excluyó hearing/vision del scope de target diseases por escaso número de muertes.,GBD exact/group: Sense organ diseases / vision / hearing loss,GBD 2021 hierarchy file + ABDS 2018 target-scope note,Excluir del pool YLL; redistribuir a causas fatales hermanas del nivel 1 o NCD según patrón observado.,0
9001040,1040,3,Cataratas,Enfermedades no transmisibles,Enfermedades de los órganos de los sentidos,Cataratas,,H25-H26,^(?:H(?:25|26)[0-9]?).*,0,1,yld_only,0,1,agree,ABDS excluyó hearing/vision del scope de target diseases por escaso número de muertes.,GBD exact/group: Sense organ diseases / vision / hearing loss,GBD 2021 hierarchy file + ABDS 2018 target-scope note,Excluir del pool YLL; redistribuir a causas fatales hermanas del nivel 1 o NCD según patrón observado.,0
9001050,1050,3,Errores refractivos no corregidos,Enfermedades no transmisibles,Enfermedades de los órganos de los sentidos,Errores refractivos no corregidos,,H49-H52,^(?:H(?:49|50|51|52)[0-9]?).*,0,1,yld_only,0,1,agree,ABDS excluyó hearing/vision del scope de target diseases por escaso número de muertes.,GBD exact/group: Sense organ diseases / vision / hearing loss,GBD 2021 hierarchy file + ABDS 2018 target-scope note,Excluir del pool YLL; redistribuir a causas fatales hermanas del nivel 1 o NCD según patrón observado.,0
9001060,1060,3,Degeneración macular,Enfermedades no transmisibles,Enfermedades de los órganos de los sentidos,Degeneración macular,,H35.3,^(?:H353).*,0,1,yld_only,0,1,agree,ABDS excluyó hearing/vision del scope de target diseases por escaso número de muertes.,GBD exact/group: Sense organ diseases / vision / hearing loss,GBD 2021 hierarchy file + ABDS 2018 target-scope note,Excluir del pool YLL; redistribuir a causas fatales hermanas del nivel 1 o NCD según patrón observado.,0
9001070,1070,3,Otras pérdidas de visión,Enfermedades no transmisibles,Enfermedades de los órganos de los sentidos,Otras pérdidas de visión,,"H30-H35 (menos H35.3), H53-H54",^(?!H353$)(?:H(?:30|31|32|33|34|35)[0-9]?|H(?:53|54)[0-9]?).*,0,1,yld_only,0,1,agree,ABDS excluyó hearing/vision del scope de target diseases por escaso número de muertes.,GBD exact/group: Sense organ diseases / vision / hearing loss,GBD 2021 hierarchy file + ABDS 2018 target-scope note,Excluir del pool YLL; redistribuir a causas fatales hermanas del nivel 1 o NCD según patrón observado.,0
9001080,1080,3,Otras pérdidas de audición,Enfermedades no transmisibles,Enfermedades de los órganos de los sentidos,Otras pérdidas de audición,,H90-H91,^(?:H(?:90|91)[0-9]?).*,0,1,yld_only,0,1,agree,ABDS excluyó hearing/vision del scope de target diseases por escaso número de muertes.,GBD exact/group: Sense organ diseases / vision / hearing loss,GBD 2021 hierarchy file + ABDS 2018 target-scope note,Excluir del pool YLL; redistribuir a causas fatales hermanas del nivel 1 o NCD según patrón observado.,0
9001090,1090,3,Otros trastornos de los órganos sensoriales,Enfermedades no transmisibles,Enfermedades de los órganos de los sentidos,Otros trastornos de los órganos sensoriales,,"H00-H02, H27, H43-H47, H55-H61, H68-H83, H92-H93",^(?:H(?:00|01|02)[0-9]?|H27[0-9]?|H(?:43|44|45|46|47)[0-9]?|H(?:55|56|57|58|59|60|61)[0-9]?|H(?:68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83)[0-9]?|H(?:92|93)[0-9]?).*,0,1,yld_only,0,1,agree,ABDS excluyó hearing/vision del scope de target diseases por escaso número de muertes.,GBD exact/group: Sense organ diseases / vision / hearing loss,GBD 2021 hierarchy file + ABDS 2018 target-scope note,Excluir del pool YLL; redistribuir a causas fatales hermanas del nivel 1 o NCD según patrón observado.,0
9001100,1100,2,Enfermedades cardiovasculares,Enfermedades no transmisibles,Enfermedades cardiovasculares,,,I00-I99,^(?:I(?:00|01|02|03|04|05|06|07|08|09|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99)[0-9]?).*,1,1,both,1,0,not_checked,,Derived from descendants: mixed and/or both components present,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,0
9001110,1110,3,Enfermedad cardíaca reumática,Enfermedades no transmisibles,Enfermedades cardiovasculares,Enfermedad cardíaca reumática,,I01-I09,^(?:I(?:01|02|03|04|05|06|07|08|09)[0-9]?).*,1,1,both,1,0,not_checked,,Default structural rule: treat as potentially fatal and non-fatal unless explicit GBD/ABDS evidence indicates otherwise,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,1
9001120,1120,3,Enfermedad cardíaca hipertensiva,Enfermedades no transmisibles,Enfermedades cardiovasculares,Enfermedad cardíaca hipertensiva,,I11-I15,^(?:I(?:11|12|13|14|15)[0-9]?).*,1,1,both,1,0,not_checked,,Default structural rule: treat as potentially fatal and non-fatal unless explicit GBD/ABDS evidence indicates otherwise,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,1
9001130,1130,3,Enfermedad cardíaca isquémica,Enfermedades no transmisibles,Enfermedades cardiovasculares,Enfermedad cardíaca isquémica,,I20-I25,^(?:I(?:20|21|22|23|24|25)[0-9]?).*,1,1,both,1,0,not_checked,,Default structural rule: treat as potentially fatal and non-fatal unless explicit GBD/ABDS evidence indicates otherwise,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,1
9001140,1140,3,Accidente cerebrovascular,Enfermedades no transmisibles,Enfermedades cardiovasculares,Accidente cerebrovascular,,I60-I69,^(?:I(?:60|61|62|63|64|65|66|67|68|69)[0-9]?).*,1,1,both,1,0,not_checked,,Default structural rule: treat as potentially fatal and non-fatal unless explicit GBD/ABDS evidence indicates otherwise,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,1
9001150,1150,3,"Miocardiopatía, miocarditis, endocarditis",Enfermedades no transmisibles,Enfermedades cardiovasculares,"Miocardiopatía, miocarditis, endocarditis",,"I30-I33, I38, I40, I42",^(?:I(?:30|31|32|33)[0-9]?|I38[0-9]?|I40[0-9]?|I42[0-9]?).*,1,1,both,1,0,not_checked,,Default structural rule: treat as potentially fatal and non-fatal unless explicit GBD/ABDS evidence indicates otherwise,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,1
9001160,1160,3,Otras enfermedades circulatorias,Enfermedades no transmisibles,Enfermedades cardiovasculares,Otras enfermedades circulatorias,,"I00, I26-I28, I34-I37, I44-I51, I70-I99",^(?:I00[0-9]?|I(?:26|27|28)[0-9]?|I(?:34|35|36|37)[0-9]?|I(?:44|45|46|47|48|49|50|51)[0-9]?|I(?:70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99)[0-9]?).*,1,1,both,1,0,not_checked,,Default structural rule: treat as potentially fatal and non-fatal unless explicit GBD/ABDS evidence indicates otherwise,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,1
9001170,1170,2,Enfermedades respiratorias,Enfermedades no transmisibles,Enfermedades respiratorias,,,"J30-J98 (menos J69, J96)",^(?!J69[0-9]?$)(?!J96[0-9]?$)(?:J(?:30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98)[0-9]?).*,1,1,both,1,0,not_checked,,Derived from descendants: mixed and/or both components present,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,0
9001180,1180,3,Enfermedad pulmonar obstructiva crónica (EPOC),Enfermedades no transmisibles,Enfermedades respiratorias,Enfermedad pulmonar obstructiva crónica (EPOC),,J40-J44,^(?:J(?:40|41|42|43|44)[0-9]?).*,1,1,both,1,0,not_checked,,Default structural rule: treat as potentially fatal and non-fatal unless explicit GBD/ABDS evidence indicates otherwise,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,1
9001190,1190,3,Asma,Enfermedades no transmisibles,Enfermedades respiratorias,Asma,,J45-J46,^(?:J(?:45|46)[0-9]?).*,1,1,both,1,0,not_checked,,Default structural rule: treat as potentially fatal and non-fatal unless explicit GBD/ABDS evidence indicates otherwise,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,1
9001200,1200,3,Otras enfermedades respiratorias,Enfermedades no transmisibles,Enfermedades respiratorias,Otras enfermedades respiratorias,,"J30-J39, J47-J98 (menos J69, J96)",^(?!J69[0-9]?$)(?!J96[0-9]?$)(?:J(?:30|31|32|33|34|35|36|37|38|39)[0-9]?|J(?:47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98)[0-9]?).*,1,1,both,1,0,not_checked,,Default structural rule: treat as potentially fatal and non-fatal unless explicit GBD/ABDS evidence indicates otherwise,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,1
9001210,1210,2,Enfermedades digestivas,Enfermedades no transmisibles,Enfermedades digestivas,,,K20-K92,^(?:K(?:20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92)[0-9]?).*,1,1,both,1,0,not_checked,,Derived from descendants: mixed and/or both components present,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,0
9001220,1220,3,Enfermedad ulcerosa péptica,Enfermedades no transmisibles,Enfermedades digestivas,Enfermedad ulcerosa péptica,,K25-K27,^(?:K(?:25|26|27)[0-9]?).*,1,1,both,1,0,not_checked,,Default structural rule: treat as potentially fatal and non-fatal unless explicit GBD/ABDS evidence indicates otherwise,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,1
9001230,1230,3,Cirrosis hepática,Enfermedades no transmisibles,Enfermedades digestivas,Cirrosis hepática,,"K70, K74",^(?:K70[0-9]?|K74[0-9]?).*,1,1,both,1,0,not_checked,,Default structural rule: treat as potentially fatal and non-fatal unless explicit GBD/ABDS evidence indicates otherwise,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,1
9001240,1240,3,Apendicitis,Enfermedades no transmisibles,Enfermedades digestivas,Apendicitis,,K35-K37,^(?:K(?:35|36|37)[0-9]?).*,1,1,both,1,0,not_checked,,Default structural rule: treat as potentially fatal and non-fatal unless explicit GBD/ABDS evidence indicates otherwise,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,1
9001241,1241,3,Gastritis y duodenitis,Enfermedades no transmisibles,Enfermedades digestivas,Gastritis y duodenitis,,K29,^(?:K29[0-9]?).*,1,1,both,1,0,not_checked,,Default structural rule: treat as potentially fatal and non-fatal unless explicit GBD/ABDS evidence indicates otherwise,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,1
9001242,1242,3,Íleo paralítico y obstrucción intestinal,Enfermedades no transmisibles,Enfermedades digestivas,Íleo paralítico y obstrucción intestinal,,K56,^(?:K56[0-9]?).*,1,1,both,1,0,not_checked,,Default structural rule: treat as potentially fatal and non-fatal unless explicit GBD/ABDS evidence indicates otherwise,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,1
9001244,1244,3,Enfermedad inflamatoria intestinal,Enfermedades no transmisibles,Enfermedades digestivas,Enfermedad inflamatoria intestinal,,"K50-K52, K58.0",^(?:K(?:50|51|52)[0-9]?|K580).*,1,1,both,1,0,not_checked,,Default structural rule: treat as potentially fatal and non-fatal unless explicit GBD/ABDS evidence indicates otherwise,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,1
9001246,1246,3,Enfermedades de la vesícula biliar y vías biliares,Enfermedades no transmisibles,Enfermedades digestivas,Enfermedades de la vesícula biliar y vías biliares,,K80-K83,^(?:K(?:80|81|82|83)[0-9]?).*,1,1,both,1,0,not_checked,,Default structural rule: treat as potentially fatal and non-fatal unless explicit GBD/ABDS evidence indicates otherwise,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,1
9001248,1248,3,Pancreatitis,Enfermedades no transmisibles,Enfermedades digestivas,Pancreatitis,,K85-K86,^(?:K(?:85|86)[0-9]?).*,1,1,both,1,0,not_checked,,Default structural rule: treat as potentially fatal and non-fatal unless explicit GBD/ABDS evidence indicates otherwise,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,1
9001250,1250,3,Otras enfermedades digestivas,Enfermedades no transmisibles,Enfermedades digestivas,Otras enfermedades digestivas,,"K20-K22, K28, K30-K31, K38, K40-K43, K45-K55, K57, K58.9, K59-K66, K71-K73, K75-K76, K90-K92",^(?:K(?:20|21|22)[0-9]?|K28[0-9]?|K(?:30|31)[0-9]?|K38[0-9]?|K(?:40|41|42|43)[0-9]?|K(?:45|46|47|48|49|50|51|52|53|54|55)[0-9]?|K57[0-9]?|K589|K(?:59|60|61|62|63|64|65|66)[0-9]?|K(?:71|72|73)[0-9]?|K(?:75|76)[0-9]?|K(?:90|91|92)[0-9]?).*,1,1,both,1,0,not_checked,,Default structural rule: treat as potentially fatal and non-fatal unless explicit GBD/ABDS evidence indicates otherwise,Derived from project hierarchy / default unless contradicted by GBD or ABDS,,1
